ax,ay,az,qw,qx,qy,qz,droll,dpitch,dyaw,heart,Scenario_Label,Fall
0.005,0.013,0.106,0.4982,0.1761,-0.4421,0.7247,-19.3,-19.7,19.4,0,shoe,0
-0.042,-0.072,0.031,0.5026,0.1731,-0.4417,0.7226,-12.6,-21.9,15.6,0,shoe,0
-0.056,-0.081,-0.001,0.506,0.1699,-0.441,0.7214,-12.1,-25.4,6.5,0,shoe,0
-0.045,-0.144,-0.015,0.5082,0.165,-0.4413,0.7209,-18.1,-27.4,-4.4,0,shoe,0
-0.03,-0.15,-0.011,0.5091,0.1578,-0.443,0.7208,-31.7,-28.6,-17.8,0,shoe,0
-0.025,-0.16,-0.065,0.5089,0.1483,-0.4468,0.7206,-48.6,-27.5,-32.6,0,shoe,0
-0.035,-0.234,-0.134,0.5071,0.1373,-0.4519,0.7209,-51.5,-24.9,-47.9,0,shoe,0
-0.045,-0.322,-0.174,0.503,0.1259,-0.457,0.7225,-39.7,-21.5,-61.9,0,shoe,0
-0.038,-0.319,-0.2,0.4965,0.1155,-0.4603,0.7267,-17.2,-16.6,-74.2,0,shoe,0
0.0,-0.223,-0.173,0.4873,0.1068,-0.4619,0.7333,0.7,-6.9,-87.6,0,shoe,0
0.001,-0.146,-0.149,0.4752,0.0995,-0.4624,0.7418,11.0,0.2,-99.3,0,shoe,0
0.01,-0.089,-0.15,0.4614,0.0927,-0.4628,0.7511,12.1,6.6,-104.4,0,shoe,0
0.007,-0.008,-0.09,0.4465,0.0863,-0.4641,0.76,10.9,10.5,-104.1,0,shoe,0
0.048,0.093,-0.041,0.4318,0.0805,-0.4652,0.7684,10.3,12.7,-98.9,0,shoe,0
0.054,0.146,-0.043,0.4179,0.0756,-0.4657,0.7762,9.1,14.5,-91.3,0,shoe,0
0.061,0.19,-0.067,0.4052,0.0721,-0.4661,0.783,10.8,19.0,-79.5,0,shoe,0
0.038,0.189,-0.036,0.3939,0.071,-0.4657,0.7892,23.3,24.2,-65.6,0,shoe,0
0.024,0.219,-0.017,0.3838,0.0726,-0.463,0.7956,41.4,27.1,-50.4,0,shoe,0
-0.001,0.24,0.001,0.3749,0.0764,-0.4585,0.802,55.7,29.2,-35.6,0,shoe,0
-0.028,0.223,-0.015,0.3675,0.0825,-0.4519,0.8086,70.1,31.1,-23.6,0,shoe,0
-0.074,0.232,-0.037,0.3614,0.0903,-0.4437,0.815,74.9,32.2,-12.8,1023,shoe,0
-0.112,0.181,-0.023,0.3563,0.0985,-0.436,0.8204,62.9,33.8,-9.0,1023,shoe,0
-0.096,0.117,-0.049,0.3515,0.1063,-0.4301,0.8246,52.7,33.9,-8.0,1023,shoe,0
-0.108,0.064,-0.004,0.3469,0.1133,-0.4252,0.8281,44.3,30.3,-9.4,1023,shoe,0
-0.092,0.03,0.035,0.343,0.1199,-0.4207,0.8312,42.7,23.3,-10.4,1023,shoe,0
-0.057,0.038,0.058,0.3392,0.1249,-0.4161,0.8343,33.4,18.5,-13.4,1023,shoe,0
-0.05,0.05,0.046,0.3358,0.1283,-0.4129,0.8367,20.4,14.0,-13.2,1023,shoe,0
-0.031,0.087,-0.011,0.3332,0.1307,-0.4113,0.8382,10.1,11.1,-10.3,1023,shoe,0
-0.026,0.14,0.042,0.3319,0.1321,-0.4105,0.8389,0.2,3.6,-5.0,1023,shoe,0
-0.019,0.077,0.107,0.3314,0.1315,-0.4115,0.8387,-11.6,-2.7,-4.2,1023,shoe,0
-0.009,0.062,0.092,0.332,0.1296,-0.4122,0.8384,-16.3,-9.8,-2.6,1023,shoe,0
0.005,0.009,0.034,0.3332,0.1266,-0.4139,0.8375,-25.5,-13.5,-3.0,0,shoe,0
0.017,-0.014,0.024,0.3344,0.1221,-0.4178,0.8358,-40.5,-16.4,-6.2,0,shoe,0
0.031,-0.055,0.005,0.3354,0.1157,-0.424,0.8332,-53.8,-19.1,-8.9,0,shoe,0
0.063,-0.048,0.002,0.3363,0.108,-0.4316,0.8299,-62.5,-21.1,-10.6,0,shoe,0
0.073,-0.071,-0.014,0.337,0.0995,-0.4402,0.8261,-64.3,-20.5,-11.7,0,shoe,0
0.076,-0.072,-0.035,0.3373,0.0913,-0.4488,0.8224,-60.2,-17.1,-12.4,0,shoe,0
0.058,-0.102,-0.061,0.3371,0.0842,-0.4564,0.819,-45.0,-14.4,-11.7,0,shoe,0
0.043,-0.075,-0.048,0.3366,0.0789,-0.4611,0.8172,-19.2,-13.3,-9.5,0,shoe,0
0.027,-0.031,-0.037,0.3362,0.0755,-0.462,0.8171,1.6,-11.9,-7.6,0,shoe,0
0.0,0.019,-0.024,0.3358,0.0738,-0.4605,0.8183,14.0,-10.1,-5.9,0,shoe,0
-0.013,0.052,-0.031,0.3358,0.0733,-0.4576,0.8199,17.2,-8.2,-3.9,0,shoe,0
-0.028,0.004,-0.057,0.3357,0.0734,-0.455,0.8214,18.3,-5.4,-3.1,0,shoe,0
-0.013,-0.005,-0.089,0.3352,0.0744,-0.452,0.8232,29.4,-1.0,-1.5,0,shoe,0
0.0,0.058,-0.076,0.3346,0.0768,-0.4479,0.8254,33.2,3.8,0.2,0,shoe,0
0.001,0.053,-0.032,0.3338,0.0799,-0.4435,0.8278,33.2,7.0,0.2,0,shoe,0
-0.012,0.065,0.011,0.3331,0.0831,-0.4395,0.83,25.3,8.7,1.2,0,shoe,0
-0.021,0.101,0.042,0.3327,0.0862,-0.4361,0.8316,19.9,7.4,3.9,0,shoe,0
0.0,0.101,-0.007,0.3333,0.0888,-0.4335,0.8324,10.0,4.4,7.9,0,shoe,0
0.002,0.101,-0.013,0.3346,0.091,-0.432,0.8325,5.8,2.5,10.7,0,shoe,0
0.004,0.085,0.015,0.3366,0.0926,-0.4307,0.8321,1.3,-0.6,13.2,0,shoe,0
0.0,0.075,0.031,0.3393,0.0937,-0.4297,0.8315,0.3,-4.6,17.1,0,shoe,0
-0.008,0.097,0.028,0.343,0.0946,-0.4281,0.8307,1.9,-8.6,22.0,0,shoe,0
-0.002,0.126,0.026,0.3478,0.0956,-0.4257,0.8298,4.4,-12.2,28.6,0,shoe,0
0.002,0.154,0.0,0.354,0.0971,-0.4224,0.8287,8.4,-14.6,36.3,0,shoe,0
0.035,0.179,-0.051,0.3614,0.0993,-0.4184,0.8272,11.6,-14.5,46.3,1023,shoe,0
0.042,0.206,-0.03,0.3699,0.1022,-0.4144,0.8251,11.8,-12.1,57.6,1023,shoe,0
-0.021,0.179,-0.01,0.3796,0.1059,-0.4114,0.8218,5.8,-8.3,68.1,1023,shoe,0
-0.08,0.114,0.039,0.3902,0.1103,-0.4091,0.8173,1.8,-5.2,72.7,1023,shoe,0
-0.086,0.036,0.05,0.4012,0.1156,-0.4065,0.8126,6.1,-6.0,73.4,1023,shoe,0
-0.073,0.012,0.019,0.4123,0.1209,-0.4031,0.8079,8.3,-9.1,74.3,1023,shoe,0
-0.052,-0.007,0.003,0.4235,0.1256,-0.3998,0.803,4.0,-11.1,75.0,1023,shoe,0
-0.045,-0.095,0.02,0.4346,0.1291,-0.3976,0.7976,-3.5,-12.5,71.9,1023,shoe,0
-0.033,-0.136,0.021,0.4449,0.1312,-0.3963,0.7922,-6.3,-15.1,66.0,1023,shoe,0
-0.025,-0.143,0.019,0.4545,0.1322,-0.3953,0.7871,-8.7,-18.0,59.0,1023,shoe,0
-0.005,-0.13,-0.008,0.4632,0.132,-0.3946,0.7824,-12.8,-20.1,52.4,1023,shoe,0
0.006,-0.119,-0.036,0.4712,0.1307,-0.3949,0.7777,-18.3,-20.1,46.2,0,shoe,0
0.01,-0.113,-0.036,0.4783,0.1288,-0.3957,0.7732,-19.1,-19.1,40.3,0,shoe,0
0.006,-0.114,-0.026,0.4847,0.1269,-0.3963,0.7692,-13.4,-18.6,36.5,0,shoe,0
0.004,-0.08,-0.021,0.4905,0.1256,-0.3959,0.766,-5.5,-18.2,34.1,0,shoe,0
0.017,-0.068,-0.043,0.4959,0.1248,-0.3947,0.7632,-2.0,-17.6,32.6,0,shoe,0
0.023,-0.05,-0.033,0.501,0.1244,-0.3931,0.7608,1.8,-15.0,31.2,0,shoe,0
0.024,-0.035,-0.033,0.5057,0.1246,-0.3912,0.7587,4.4,-13.4,30.4,0,shoe,0
0.018,-0.037,-0.063,0.5103,0.125,-0.3894,0.7564,0.8,-11.5,30.2,0,shoe,0
0.03,-0.047,-0.095,0.5146,0.1251,-0.3892,0.7536,-9.5,-8.3,28.2,0,shoe,0
0.023,-0.113,-0.099,0.5185,0.1249,-0.39,0.7505,-12.8,-3.8,23.7,0,shoe,0
0.025,-0.151,-0.08,0.5217,0.125,-0.3908,0.7479,-7.9,-0.6,18.8,0,shoe,0
0.027,-0.174,-0.108,0.5239,0.1259,-0.3911,0.7461,-1.4,2.0,13.8,0,shoe,0
0.015,-0.164,-0.108,0.5249,0.1271,-0.391,0.7452,3.2,4.1,5.9,0,shoe,0
0.013,-0.165,-0.118,0.5246,0.1282,-0.3909,0.7452,4.0,6.1,-3.5,0,shoe,0
0.008,-0.156,-0.117,0.5229,0.1289,-0.3913,0.7461,2.6,8.3,-13.4,0,shoe,0
0.0,-0.113,-0.122,0.5199,0.129,-0.3921,0.7477,3.2,8.3,-21.2,0,shoe,0
0.007,-0.095,-0.135,0.5159,0.1289,-0.393,0.7501,5.2,10.5,-29.0,0,shoe,0
0.003,-0.055,-0.12,0.5107,0.1289,-0.3938,0.7532,8.4,13.8,-34.6,0,shoe,0
0.008,-0.07,-0.117,0.5044,0.129,-0.3952,0.7567,4.7,17.9,-41.1,0,shoe,0
0.015,-0.057,-0.105,0.4972,0.1292,-0.3978,0.7601,5.0,23.9,-42.7,0,shoe,0
0.016,-0.056,-0.093,0.489,0.1304,-0.4007,0.7636,15.3,29.7,-41.1,0,shoe,0
0.01,-0.002,0.021,0.4808,0.1336,-0.4014,0.7679,30.1,31.3,-38.6,0,shoe,0
-0.002,0.089,0.055,0.4734,0.1381,-0.3996,0.7727,34.7,28.4,-32.0,0,shoe,0
0.007,0.113,0.014,0.4673,0.1433,-0.3968,0.7768,37.8,27.3,-23.9,0,shoe,0
0.02,0.106,0.017,0.462,0.1495,-0.3934,0.7805,40.6,30.4,-17.1,0,shoe,0
-0.008,0.057,0.102,0.457,0.1568,-0.3895,0.784,48.4,34.5,-13.5,1023,shoe,0
-0.056,0.038,0.132,0.4518,0.1649,-0.3843,0.7879,57.2,31.4,-12.1,1023,shoe,0
-0.055,0.083,0.115,0.447,0.1728,-0.3782,0.7919,54.0,25.2,-11.2,1023,shoe,0
-0.031,0.12,0.146,0.4426,0.1787,-0.3739,0.7951,34.8,19.8,-12.2,1023,shoe,0
-0.017,0.061,0.155,0.4392,0.1817,-0.3727,0.7969,10.4,12.3,-12.4,1023,shoe,0
-0.033,0.032,0.214,0.4368,0.1821,-0.3732,0.7978,-3.3,1.6,-13.0,1023,shoe,0
-0.018,0.012,0.185,0.4359,0.1794,-0.3741,0.7986,-18.7,-10.4,-12.5,1023,shoe,0
-0.012,-0.039,0.139,0.4362,0.1741,-0.3759,0.7987,-30.3,-20.7,-12.8,1023,shoe,0
-0.018,-0.187,0.124,0.4366,0.1661,-0.3792,0.7986,-37.6,-29.3,-18.1,1023,shoe,0
-0.024,-0.308,0.112,0.4367,0.1576,-0.3819,0.799,-25.4,-35.2,-24.7,1023,shoe,0
0.018,-0.273,-0.004,0.4354,0.1495,-0.3822,0.8012,-8.8,-34.1,-34.1,1023,shoe,0
0.053,-0.27,-0.111,0.4318,0.1421,-0.3819,0.8045,-6.6,-23.3,-47.7,0,shoe,0
0.072,-0.274,-0.154,0.4253,0.1357,-0.3834,0.8084,-10.3,-7.4,-61.3,0,shoe,0
0.073,-0.291,-0.164,0.4158,0.1305,-0.3862,0.8129,-5.5,7.0,-74.8,0,shoe,0
0.064,-0.287,-0.185,0.4033,0.127,-0.3887,0.8185,11.5,18.3,-85.0,0,shoe,0
0.056,-0.203,-0.204,0.3886,0.1259,-0.389,0.8257,30.9,25.9,-91.8,0,shoe,0
0.026,-0.103,-0.17,0.3722,0.126,-0.3878,0.8337,37.9,30.5,-96.7,0,shoe,0
-0.007,0.01,-0.112,0.3547,0.1263,-0.3872,0.8415,31.1,33.0,-100.3,0,shoe,0
0.0,0.091,-0.058,0.3372,0.1264,-0.388,0.8483,20.1,32.7,-100.4,0,shoe,0
-0.02,0.174,-0.004,0.3202,0.1259,-0.3893,0.8544,14.6,29.8,-96.2,0,shoe,0
-0.06,0.24,0.003,0.3044,0.1243,-0.3913,0.8595,8.7,24.2,-86.9,0,shoe,0
-0.08,0.401,-0.006,0.2907,0.1222,-0.3934,0.8635,-0.6,19.1,-74.7,0,shoe,0
-0.085,0.493,0.03,0.2797,0.1199,-0.3965,0.866,-11.8,12.0,-56.2,0,shoe,0
-0.093,0.461,0.072,0.2727,0.1174,-0.4006,0.8667,-22.7,4.8,-30.8,0,shoe,0
-0.074,0.445,0.017,0.2707,0.1151,-0.405,0.8656,-30.3,-2.2,-3.8,0,shoe,0
-0.074,0.32,-0.094,0.2731,0.1131,-0.4109,0.8623,-49.2,-6.5,18.8,0,shoe,0
-0.036,0.222,-0.135,0.2789,0.1116,-0.4175,0.8575,-48.0,-7.3,35.9,0,shoe,0
-0.054,0.14,-0.004,0.2867,0.1114,-0.4225,0.8525,-34.7,-10.2,48.4,0,shoe,0
-0.118,0.007,0.092,0.296,0.1125,-0.4236,0.8486,-6.5,-16.1,52.9,0,shoe,0
-0.128,-0.13,0.019,0.3049,0.115,-0.4203,0.8468,26.3,-14.1,50.1,0,shoe,0
-0.049,-0.361,-0.123,0.312,0.1204,-0.4101,0.8484,95.4,-8.0,52.7,0,shoe,0
0.02,-0.185,-0.096,0.3175,0.1306,-0.3895,0.8545,150.1,-0.2,55.5,0,shoe,0
0.027,-0.033,-0.078,0.3214,0.1436,-0.3649,0.8619,164.1,7.3,53.3,0,shoe,0
0.035,0.053,-0.021,0.3243,0.1566,-0.3414,0.8681,134.3,12.3,49.0,0,shoe,0
0.016,-0.013,0.016,0.3275,0.1677,-0.3238,0.8716,95.0,14.8,43.7,0,shoe,0
0.025,-0.01,-0.042,0.3306,0.1767,-0.3114,0.8731,69.6,15.8,39.7,1023,shoe,0
-0.01,-0.044,-0.081,0.3328,0.1853,-0.3012,0.8741,69.6,15.4,31.7,1023,shoe,0
-0.012,0.021,-0.043,0.3335,0.193,-0.2919,0.8753,55.7,12.2,19.3,1023,shoe,0
-0.004,-0.092,0.015,0.3333,0.1978,-0.2856,0.8764,39.4,6.7,8.8,1023,shoe,0
0.02,-0.198,0.103,0.3321,0.2015,-0.2783,0.8783,59.1,0.9,5.4,1023,shoe,0
0.035,-0.017,0.136,0.3301,0.2048,-0.2683,0.8814,62.9,-3.5,2.9,1023,shoe,0
0.037,0.066,0.09,0.3282,0.207,-0.2594,0.8843,37.9,-3.8,-1.7,1023,shoe,0
0.003,0.084,0.097,0.3269,0.2072,-0.2554,0.8859,6.2,-5.2,-5.5,1023,shoe,0
0.009,-0.024,0.013,0.3258,0.2057,-0.2555,0.8866,-4.3,-7.9,-11.2,1023,shoe,0
0.015,-0.2,-0.09,0.3233,0.2043,-0.2552,0.888,19.3,-7.2,-14.2,1023,shoe,0
0.036,-0.073,-0.115,0.3203,0.2051,-0.2498,0.8904,49.6,-3.4,-6.8,1023,shoe,0
0.021,0.087,-0.058,0.3175,0.2079,-0.2419,0.8929,50.5,-0.2,-3.6,0,shoe,0
0.018,0.139,-0.04,0.3155,0.2107,-0.235,0.8948,28.5,2.2,-5.7,0,shoe,0
-0.01,0.159,-0.04,0.3139,0.212,-0.2329,0.8956,-0.7,4.5,-7.2,0,shoe,0
-0.014,0.134,-0.046,0.3128,0.2117,-0.236,0.8953,-28.2,5.7,-9.0,0,shoe,0
-0.024,-0.011,-0.051,0.312,0.2109,-0.2418,0.8942,-33.6,5.0,-13.0,0,shoe,0
-0.057,-0.135,-0.03,0.3101,0.2098,-0.2467,0.8938,-10.5,1.8,-15.7,0,shoe,0
-0.039,-0.045,-0.017,0.307,0.2093,-0.2476,0.8947,10.1,-1.9,-19.1,0,shoe,0
-0.006,-0.027,0.0,0.3032,0.2086,-0.247,0.8963,5.7,-1.9,-24.5,0,shoe,0
-0.001,-0.009,0.033,0.2993,0.207,-0.2482,0.8977,-9.0,-2.7,-24.7,0,shoe,0
0.004,0.054,0.067,0.2966,0.2042,-0.2511,0.8984,-25.0,-6.5,-21.4,0,shoe,0
-0.003,0.002,0.023,0.2949,0.2006,-0.2553,0.8986,-27.7,-7.7,-21.3,0,shoe,0
0.0,0.01,-0.011,0.2927,0.1972,-0.2591,0.8989,-18.5,-9.0,-19.7,0,shoe,0
0.009,0.025,0.005,0.291,0.1941,-0.262,0.8993,-20.8,-8.5,-15.9,0,shoe,0
0.01,0.06,0.044,0.2904,0.1907,-0.2652,0.8994,-28.4,-11.5,-10.6,0,shoe,0
0.021,0.058,0.033,0.2909,0.1865,-0.2695,0.8988,-39.5,-14.1,-5.7,0,shoe,0
0.033,0.039,-0.018,0.2924,0.1819,-0.2751,0.8975,-44.5,-13.8,-2.1,0,shoe,0
0.043,0.022,-0.078,0.2944,0.1774,-0.2815,0.8958,-45.0,-11.9,0.5,0,shoe,0
0.057,-0.01,-0.093,0.296,0.1737,-0.2881,0.8939,-41.2,-8.0,0.4,0,shoe,0
0.069,0.001,-0.075,0.2971,0.1704,-0.2946,0.892,-42.1,-5.5,0.2,0,shoe,0
0.058,-0.01,-0.047,0.2983,0.1671,-0.302,0.8898,-50.9,-2.3,0.7,0,shoe,0
0.035,-0.05,-0.028,0.2996,0.1639,-0.3105,0.887,-52.7,-0.9,0.9,0,shoe,0
0.011,-0.1,-0.036,0.3005,0.1611,-0.3186,0.8843,-40.8,-0.2,0.5,0,shoe,0
-0.015,-0.089,-0.048,0.3008,0.1596,-0.3241,0.8825,-16.5,0.2,0.1,0,shoe,0
-0.031,-0.02,-0.017,0.3004,0.1594,-0.326,0.882,-2.8,-0.4,-1.4,0,shoe,0
-0.031,0.027,0.023,0.3,0.1594,-0.3263,0.882,-5.0,-1.5,-4.2,0,shoe,0
-0.029,-0.036,0.003,0.2992,0.1585,-0.3285,0.8816,-18.4,-1.4,-5.8,1023,shoe,0
-0.029,0.003,0.028,0.2989,0.1571,-0.3317,0.8808,-17.2,-3.8,-3.9,1023,shoe,0
0.015,0.016,0.032,0.2987,0.1555,-0.3336,0.8804,-17.5,-3.6,-4.9,1023,shoe,0
0.013,0.037,-0.043,0.2979,0.1539,-0.3371,0.8796,-27.5,-0.1,-9.7,1023,shoe,0
0.02,0.012,-0.092,0.2968,0.1523,-0.3427,0.8781,-32.2,4.1,-8.4,1023,shoe,0
0.013,0.07,-0.036,0.2962,0.1513,-0.3484,0.8763,-36.8,5.5,-3.4,1023,shoe,0
0.023,0.104,-0.031,0.2966,0.1504,-0.3548,0.8737,-48.2,6.7,0.2,1023,shoe,0
0.047,0.09,-0.036,0.2978,0.1489,-0.3638,0.8698,-74.4,9.0,0.5,1023,shoe,0
0.023,-0.015,-0.038,0.2991,0.1466,-0.3767,0.8643,-80.5,13.0,3.0,1023,shoe,0
-0.018,-0.008,-0.045,0.3001,0.1452,-0.3882,0.8591,-58.0,9.4,5.6,1023,shoe,0
-0.005,0.032,-0.004,0.3019,0.1443,-0.3961,0.855,-48.2,3.4,8.6,0,shoe,0
-0.025,-0.033,0.086,0.3046,0.1426,-0.4025,0.8513,-44.2,-1.6,10.7,0,shoe,0
-0.029,-0.08,0.087,0.3071,0.1405,-0.4073,0.8485,-29.2,-5.8,8.4,0,shoe,0
-0.011,-0.067,0.052,0.3094,0.1386,-0.4095,0.8469,-9.7,-10.6,8.8,0,shoe,0
0.092,-0.007,-0.173,0.5798,0.3344,-0.5465,0.503,-1.2,-29.0,-30.8,0,stair,0
0.109,-0.014,-0.187,0.5799,0.3289,-0.5457,0.5075,-2.7,-25.5,-29.5,0,stair,0
0.134,-0.017,-0.19,0.5796,0.3239,-0.5451,0.5116,0.5,-20.9,-28.5,0,stair,0
0.159,-0.02,-0.195,0.5786,0.32,-0.5446,0.5159,7.1,-15.9,-28.3,0,stair,0
0.167,-0.005,-0.199,0.5766,0.3172,-0.5438,0.5206,15.6,-10.9,-29.0,0,stair,0
0.165,0.009,-0.207,0.5736,0.3156,-0.5427,0.5259,23.5,-6.9,-30.6,0,stair,0
0.14,0.022,-0.198,0.5697,0.3148,-0.5415,0.5318,28.0,-3.6,-32.2,0,stair,0
0.121,0.032,-0.194,0.5654,0.3142,-0.5404,0.5379,27.5,-1.5,-33.3,0,stair,0
0.09,0.027,-0.184,0.5608,0.3135,-0.5398,0.5437,24.1,0.1,-34.8,0,stair,0
0.071,0.024,-0.179,0.5561,0.3122,-0.5398,0.5492,17.7,1.1,-37.3,0,stair,0
0.057,0.013,-0.167,0.5514,0.31,-0.5409,0.5541,8.4,3.4,-41.5,0,stair,0
0.058,0.0,-0.139,0.546,0.3069,-0.5443,0.5579,-2.0,5.5,-46.5,0,stair,0
0.056,-0.029,-0.122,0.5403,0.3025,-0.5492,0.5611,-11.6,7.8,-50.9,1023,stair,0
0.074,-0.079,-0.132,0.5351,0.2969,-0.5543,0.564,-17.8,10.0,-52.2,1023,stair,0
0.084,-0.132,-0.108,0.5296,0.2916,-0.5596,0.5667,-11.7,13.6,-51.6,1023,stair,0
0.087,-0.169,-0.054,0.5233,0.2878,-0.5638,0.5703,5.7,15.2,-50.2,1023,stair,0
0.067,-0.167,-0.037,0.5161,0.2859,-0.566,0.5757,25.7,14.1,-48.6,1023,stair,0
0.028,-0.149,-0.047,0.5084,0.2855,-0.5662,0.5825,38.4,11.6,-45.9,1023,stair,0
-0.028,-0.106,-0.055,0.5005,0.2856,-0.5654,0.59,42.3,8.8,-42.1,1023,stair,0
-0.111,-0.052,-0.048,0.4932,0.2859,-0.5644,0.5969,35.8,5.9,-37.2,1023,stair,0
-0.202,-0.015,-0.072,0.4875,0.286,-0.564,0.6019,22.5,4.7,-30.8,1023,stair,0
-0.312,0.01,-0.062,0.4836,0.2857,-0.5644,0.6048,6.1,5.3,-22.1,1023,stair,0
-0.494,0.014,-0.061,0.4814,0.2845,-0.566,0.6056,-9.8,6.0,-10.5,1023,stair,0
-0.589,0.025,-0.099,0.4828,0.2828,-0.5714,0.6002,-29.3,6.8,14.1,1023,stair,0
-0.447,0.054,-0.081,0.4855,0.2827,-0.5744,0.5952,-33.0,8.4,19.9,1023,stair,0
-0.291,0.077,-0.035,0.4881,0.2829,-0.5776,0.5898,-30.8,10.3,18.7,1023,stair,0
-0.089,0.101,0.0,0.4903,0.2841,-0.5803,0.5848,-21.6,11.4,10.7,1023,stair,0
0.085,0.132,0.021,0.4909,0.2852,-0.5821,0.5819,-7.4,12.3,-0.6,1023,stair,0
0.165,0.155,0.039,0.4893,0.286,-0.5831,0.5819,7.4,12.2,-12.5,1023,stair,0
0.155,0.184,0.041,0.4855,0.2866,-0.5835,0.5843,20.1,9.8,-22.5,0,stair,0
0.157,0.221,0.056,0.4808,0.2867,-0.5829,0.5887,27.6,4.6,-29.8,0,stair,0
0.138,0.28,0.058,0.4759,0.2859,-0.5818,0.5942,25.9,-1.0,-34.5,0,stair,0
0.124,0.31,0.044,0.4717,0.2836,-0.5811,0.5993,14.1,-7.1,-34.0,0,stair,0
0.141,0.313,0.028,0.4691,0.2798,-0.5813,0.603,-3.0,-11.9,-28.8,0,stair,0
0.185,0.309,0.016,0.4685,0.2749,-0.5826,0.6044,-20.2,-14.2,-20.0,0,stair,0
0.232,0.292,0.031,0.4698,0.2696,-0.5851,0.6033,-34.6,-14.7,-8.9,0,stair,0
0.26,0.252,0.038,0.4728,0.2646,-0.5882,0.6002,-42.4,-14.4,3.2,0,stair,0
0.274,0.218,0.029,0.4774,0.2605,-0.5911,0.5955,-45.7,-14.4,16.6,0,stair,0
0.29,0.204,0.005,0.4834,0.2576,-0.5935,0.5895,-44.5,-14.4,29.4,0,stair,0
0.276,0.171,-0.002,0.4911,0.2563,-0.5945,0.5827,-42.5,-13.7,41.2,0,stair,0
0.256,0.118,0.0,0.4994,0.2563,-0.5948,0.5753,-37.7,-13.2,52.1,0,stair,0
0.248,0.077,0.014,0.5081,0.2575,-0.5941,0.5677,-32.6,-12.9,60.9,0,stair,0
0.239,0.052,0.03,0.5172,0.2594,-0.5928,0.56,-30.5,-12.2,65.9,0,stair,0
0.225,0.023,0.028,0.5264,0.2616,-0.5913,0.552,-30.5,-12.1,67.1,0,stair,0
0.203,-0.015,0.039,0.5353,0.2638,-0.5896,0.5441,-27.7,-12.2,65.4,0,stair,0
0.182,-0.081,0.048,0.5438,0.2667,-0.5878,0.5361,-22.0,-13.5,61.5,1023,stair,0
0.159,-0.137,0.054,0.5515,0.2698,-0.5853,0.5294,-12.3,-14.6,56.7,1023,stair,0
0.168,-0.185,0.069,0.5582,0.2734,-0.5818,0.5243,1.1,-15.6,50.4,1023,stair,0
0.218,-0.189,0.074,0.5638,0.2775,-0.5773,0.5212,12.2,-15.5,44.0,1023,stair,0
0.262,-0.197,0.055,0.5682,0.2817,-0.5724,0.5195,17.4,-15.1,37.2,1023,stair,0
0.337,-0.209,0.022,0.5719,0.2855,-0.5675,0.5188,19.6,-15.4,31.2,1023,stair,0
0.441,-0.204,-0.006,0.575,0.289,-0.5628,0.5186,20.4,-14.6,27.4,1023,stair,0
0.518,-0.192,-0.041,0.5777,0.2924,-0.5583,0.5186,19.4,-11.3,25.7,1023,stair,0
0.565,-0.198,-0.079,0.5798,0.296,-0.5544,0.5183,19.2,-6.3,24.9,1023,stair,0
0.613,-0.215,-0.1,0.5812,0.3004,-0.5507,0.5181,26.3,-0.2,25.1,1023,stair,0
0.662,-0.215,-0.108,0.5814,0.3065,-0.5467,0.5186,40.7,6.2,24.6,1023,stair,0
0.661,-0.172,-0.092,0.58,0.3146,-0.5418,0.5204,57.4,11.3,23.5,1023,stair,0
0.585,-0.124,-0.111,0.5771,0.3245,-0.5361,0.5235,71.3,15.6,20.7,1023,stair,0
0.091,-0.036,-0.16,0.5733,0.3353,-0.5298,0.5272,72.8,17.5,23.0,0,stair,0
-0.662,-0.063,-0.215,0.5704,0.346,-0.5233,0.53,63.2,9.7,30.4,0,stair,0
-1.29,-0.056,-0.379,0.5696,0.3549,-0.5167,0.5315,44.5,0.4,34.1,0,stair,0
-1.655,-0.043,-0.561,0.5712,0.3604,-0.512,0.5306,8.8,-2.6,32.1,0,stair,0
-1.327,-0.034,-0.437,0.5751,0.3608,-0.5107,0.5273,-30.6,-8.8,18.5,0,stair,0
-0.899,0.009,-0.244,0.578,0.3564,-0.515,0.523,-55.9,13.3,-17.9,0,stair,0
-0.682,0.04,-0.034,0.5759,0.3486,-0.5259,0.5196,-69.7,34.2,-59.5,0,stair,0
-0.556,-0.136,0.037,0.569,0.3402,-0.5404,0.518,-46.2,49.5,-77.8,0,stair,0
-0.56,-0.209,0.02,0.5575,0.3355,-0.5525,0.5208,7.1,55.3,-77.0,0,stair,0
-0.421,-0.244,-0.108,0.5434,0.3366,-0.5591,0.5279,55.8,50.2,-65.1,0,stair,0
-0.23,-0.232,-0.209,0.5289,0.3426,-0.5598,0.5378,92.4,46.1,-49.3,0,stair,0
-0.057,-0.164,-0.177,0.5142,0.3524,-0.5565,0.5492,112.9,43.8,-35.6,0,stair,0
0.074,-0.083,-0.051,0.4998,0.3637,-0.5511,0.5604,114.2,41.6,-26.4,0,stair,0
0.17,-0.051,0.029,0.4861,0.3742,-0.5459,0.5705,100.7,43.0,-20.5,0,stair,0
0.18,-0.08,0.074,0.4737,0.3844,-0.5417,0.5781,85.6,45.5,-18.1,0,stair,0
0.192,-0.12,0.051,0.4621,0.3941,-0.5385,0.584,77.9,47.7,-17.1,0,stair,0
